Genotype_Micro,Genotype,known_geno,Treatment,Tank,number_Samples,Final_State,R_final_state,Final_fraction_Disease,Days_to_disease_signs,days_from_initial_to_final,General_Notes,Extra_notes,extra2_notes,extra3_notes,Experiment,sample,tube_number,box,ID_Micro,SampleLocation,Disease_Exposed,Disease_Outcome,Disease_Prevalence,Sample_Uniq_ID,Exp_1,Exp_2,Exp_3,Exp_4,Sampled,timepoint,sample_date,Date_initial,Date_final,Date_exp_started,Real_timepoint,R_TP,R_treat,Order_TP
OF745,OF745,Y,D,47,3,Diseased,Diseased,0.6,4,0,NA,NA,NA,NA,2,427-5_2/14/22,427,5,47 _ 2 _ OF745,T_427_Exp_2_Box_5,1,1,1,T_427_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,D,3
OF457,OF457,Y,D,48,3,Diseased,Diseased,0.95,4,0,NA,NA,NA,NA,2,428-5_2/14/22,428,5,48 _ 2 _ OF457,T_428_Exp_2_Box_5,1,1,1,T_428_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,D,3
OF554,OF554,Y,D,48,3,Diseased,Diseased,0.3,6,0,NA,NA,NA,NA,2,429-5_2/14/22,429,5,48 _ 2 _ OF554,T_429_Exp_2_Box_5,1,1,1,T_429_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/18/22,2/12/22,Early_Exposure,EE,D,3
OF657,OF657,Y,D,49,3,Diseased,Diseased,0.3,5,0,NA,NA,NA,NA,2,431-5_2/14/22,431,5,49 _ 2 _ OF657,T_431_Exp_2_Box_5,1,1,0.666666667,T_431_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/17/22,2/12/22,Early_Exposure,EE,D,3
1-OF-2,1_OF_2,Y,D,33,3,Diseased,Diseased,0.6,1,1,NA,NA,NA,NA,2,401-5_2/14/22,401,5,33 _ 2 _ 1-OF-2,T_401_Exp_2_Box_5,1,1,1,T_401_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
GB28,GB28,N,D,12,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,360-4_2/14/22,360,4,12 _ 2 _ GB28,T_360_Exp_2_Box_4,1,1,1,T_360_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
GB30,GB30,N,D,39,3,Diseased,Diseased,0.15,1,1,NA,NA,NA,NA,2,412-5_2/14/22,412,5,39 _ 2 _ GB30,T_412_Exp_2_Box_5,1,1,1,T_412_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
OF201,OF201,Y,D,16,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,365-4_2/14/22,365,4,16 _ 2 _ OF201,T_365_Exp_2_Box_4,1,1,1,T_365_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
OF649,OF649,Y,D,34,3,Diseased,Diseased,0.6,1,1,NA,NA,NA,NA,2,402-5_2/14/22,402,5,34 _ 2 _ OF649,T_402_Exp_2_Box_5,1,1,1,T_402_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
OF96,OF96,Y,D,37,3,Diseased,Diseased,0.5,1,1,NA,NA,NA,NA,2,409-5_2/14/22,409,5,37 _ 2 _ OF96,T_409_Exp_2_Box_5,1,1,0.666666667,T_409_Exp_2,0,1,0,0,1,Final,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
15-111,15_111,Y,D,31,3,Diseased,Diseased,0.5,2,0,NA,NA,NA,NA,2,445-5_2/14/22,445,5,31 _ 2 _ 15-111,T_445_Exp_2_Box_5,1,1,1,T_445_Exp_2,0,1,0,0,1,Final,2/14/22,2/14/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
F12,F12,Y,D,39,2,Diseased,Diseased,0.5,2,0,NA,203-3_2/11/22,NA,NA,2,413-5_2/14/22,413,5,39 _ 2 _ F12,T_413_Exp_2_Box_5,1,1,1,T_413_Exp_2,0,1,0,0,1,Final,2/14/22,NA,2/14/22,2/12/22,Early_Exposure,EE,D,3
GB22,GB22,N,D,17,2,Diseased,Diseased,0.5,2,0,NA,NA,NA,NA,2,367-4_2/14/22,367,4,17 _ 2 _ GB22,T_367_Exp_2_Box_4,1,1,1,T_367_Exp_2,0,1,0,0,1,Final,2/14/22,NA,2/14/22,2/12/22,Early_Exposure,EE,D,3
15-111,15_111,Y,D,31,3,Diseased,Diseased,0.5,2,0,NA,NA,NA,NA,2,398-5_2/14/22,398,5,31 _ 2 _ 15-111,T_398_Exp_2_Box_5,1,1,1,T_398_Exp_2,0,1,0,0,1,Initial_Disease,2/14/22,2/14/22,2/14/22,2/12/22,Early_Exposure,EE,D,3
S483,S483,Y,D,37,3,Diseased,Diseased,0.5,2,1,NA,NA,NA,NA,2,408-5_2/14/22,408,5,37 _ 2 _ S483,T_408_Exp_2_Box_5,1,1,1,T_408_Exp_2,0,1,0,0,1,Initial_Disease,2/14/22,2/14/22,2/15/22,2/12/22,Early_Exposure,EE,D,3
OF464,OF464,Y,D,45,3,Diseased,Diseased,0.6,2,1,NA,NA,NA,NA,2,422-5_2/14/22,422,5,45 _ 2 _ OF464,T_422_Exp_2_Box_5,1,1,1,T_422_Exp_2,0,1,0,0,1,Initial_Disease,2/14/22,2/14/22,2/15/22,2/12/22,Early_Exposure,EE,D,3
OF635,OF635,Y,D,49,3,Diseased,Diseased,0.5,2,1,No control,NA,NA,NA,2,430-5_2/14/22,430,5,49 _ 2 _ OF635,T_430_Exp_2_Box_5,1,1,1,T_430_Exp_2,0,1,0,0,1,Initial_Disease,2/14/22,2/14/22,2/15/22,2/12/22,Early_Exposure,EE,D,3
GB23,GB23,N,D,5,3,Diseased,Diseased,0.2,2,4,NA,NA,NA,NA,2,346-4_2/14/22,346,4,5 _ 2 _ GB23,T_346_Exp_2_Box_4,1,1,1,T_346_Exp_2,0,1,0,0,1,Initial_Disease,2/14/22,2/14/22,2/18/22,2/12/22,Early_Exposure,EE,D,3
M17,M17,N,D,6,4,Diseased,Diseased,0.2,1,3,NA,NA,NA,NA,3,353-4_3/13/22,353,4,6 _ 3 _ M17,T_353_Exp_3_Box_4,1,1,0.5,T_353_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/12/22,3/15/22,3/11/22,Early_Exposure,EE,D,3
OF97,OF97,Y,D,17,4,Diseased,Diseased,0.2,1,2,initial disease signs scrape taken twice,NA,NA,NA,3,372-4_3/13/22,372,4,17 _ 3 _ OF97,T_372_Exp_3_Box_4,1,1,1,T_372_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/12/22,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF11,OF11,Y,D,38,4,Diseased,Diseased,0.2,1,2,NA,NA,NA,NA,3,411-5_3/13/22,411,5,38 _ 3 _ OF11,T_411_Exp_3_Box_5,1,1,1,T_411_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/12/22,3/14/22,3/11/22,Early_Exposure,EE,D,3
GB6,GB6,N,D,46,4,Diseased,Diseased,0.5,1,8,3/19/22 second initial disease sample taken,initial disease,NA,NA,3,425-5_3/13/22,425,5,46 _ 3 _ GB6,T_425_Exp_3_Box_5,1,1,0.5,T_425_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/12/22,3/20/22,3/11/22,Early_Exposure,EE,D,3
M9,M9,N,D,24,4,Diseased,Diseased,0.2,3,3,second new ID sample,initial disease,NA,NA,3,385-5_3/13/22,385,5,24 _ 3 _ M9,T_385_Exp_3_Box_5,1,1,1,T_385_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/14/22,3/17/22,3/11/22,Early_Exposure,EE,D,3
OF96,OF96,Y,D,29,4,Diseased,Diseased,0.1,3,1,NA,NA,NA,NA,3,395-5_3/13/22,395,5,29 _ 3 _ OF96,T_395_Exp_3_Box_5,1,1,0.666666667,T_395_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/14/22,3/15/22,3/11/22,Early_Exposure,EE,D,3
M23,M23,N,D,48,4,Diseased,Diseased,0.1,3,1,NA,NA,NA,NA,3,429-5_3/13/22,429,5,48 _ 3 _ M23,T_429_Exp_3_Box_5,1,1,1,T_429_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/14/22,3/15/22,3/11/22,Early_Exposure,EE,D,3
M30,M30,N,D,36,4,Diseased,Diseased,0.9,4,3,NA,NA,NA,NA,3,406-5_3/13/22,406,5,36 _ 3 _ M30,T_406_Exp_3_Box_5,1,1,1,T_406_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/15/22,3/18/22,3/11/22,Early_Exposure,EE,D,3
S59,S59,Y,D,11,4,Diseased,Diseased,0.4,6,1,NA,NA,NA,NA,3,363-4_3/13/22,363,4,11 _ 3 _ S59,T_363_Exp_3_Box_4,1,1,1,T_363_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/17/22,3/18/22,3/11/22,Early_Exposure,EE,D,3
GB21,GB21,N,D,23,4,Diseased,Diseased,0.7,6,1,NA,NA,NA,NA,3,382-5_3/13/22,382,5,23 _ 3 _ GB21,T_382_Exp_3_Box_5,1,1,0.666666667,T_382_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/17/22,3/18/22,3/11/22,Early_Exposure,EE,D,3
M7,M7,N,D,29,4,Diseased,Diseased,0.2,6,1,NA,NA,NA,NA,3,394-5_3/13/22,394,5,29 _ 3 _ M7,T_394_Exp_3_Box_5,1,1,1,T_394_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/17/22,3/18/22,3/11/22,Early_Exposure,EE,D,3
F-1-A,F_1_A,Y,D,30,4,Diseased,Diseased,0.3,7,3,control dead on 3/18,NA,NA,NA,3,396-5_3/13/22,396,5,30 _ 3 _ F-1-A,T_396_Exp_3_Box_5,1,1,1,T_396_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,3/18/22,3/21/22,3/11/22,Early_Exposure,EE,D,3
GB8,GB8,N,D,1,3,Diseased,Diseased,0.4,7,0,NA,NA,NA,NA,3,259-3_3/13/22,259,3,1 _ 3 _ GB8,T_259_Exp_3_Box_3,1,1,0.333333333,T_259_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
M12,M12,N,D,1,3,Diseased,Diseased,0.9,8,0,NA,NA,NA,NA,3,260-3_3/13/22,260,3,1 _ 3 _ M12,T_260_Exp_3_Box_3,1,1,1,T_260_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/19/22,3/11/22,Early_Exposure,EE,D,3
F-1-A,F_1_A,Y,D,4,3,Diseased,Diseased,0.15,3,0,"added after pre-exposure scrape, so scraped on different date",NA,NA,NA,3,349-4_3/13/22,349,4,4 _ 3 _ F-1-A,T_349_Exp_3_Box_4,1,1,1,T_349_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
GB16,GB16,N,D,5,3,Diseased,Diseased,0.05,3,0,written down as initial on 3/14 but was the last sample,NA,NA,NA,3,351-4_3/13/22,351,4,5 _ 3 _ GB16,T_351_Exp_3_Box_4,1,1,1,T_351_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
S503,S503,Y,D,6,3,Diseased,Diseased,0.9,12,0,NA,NA,NA,NA,3,354-4_3/13/22,354,4,6 _ 3 _ S503,T_354_Exp_3_Box_4,1,1,1,T_354_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/23/22,3/11/22,Early_Exposure,EE,D,3
M5,M5,N,D,7,3,Diseased,Diseased,0.9,3,0,NA,NA,NA,NA,3,356-4_3/13/22,356,4,7 _ 3 _ M5,T_356_Exp_3_Box_4,1,1,1,T_356_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
15-353,15_353,Y,D,8,3,Diseased,Diseased,0.8,3,0,"added after pre-exposure scrape, so scraped on different date",NA,NA,NA,3,357-4_3/13/22,357,4,8 _ 3 _ 15-353,T_357_Exp_3_Box_4,1,1,1,T_357_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
M36,M36,N,D,8,3,Diseased,Diseased,0.7,3,0,NA,NA,NA,NA,3,358-4_3/13/22,358,4,8 _ 3 _ M36,T_358_Exp_3_Box_4,1,1,1,T_358_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
GB15,GB15,N,D,10,3,Diseased,Diseased,0.3,4,0,NA,NA,NA,NA,3,360-4_3/13/22,360,4,10 _ 3 _ GB15,T_360_Exp_3_Box_4,1,1,1,T_360_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/15/22,3/11/22,Early_Exposure,EE,D,3
OF61,OF61,Y,D,10,3,Diseased,Diseased,0.25,3,0,NA,NA,NA,NA,3,361-4_3/13/22,361,4,10 _ 3 _ OF61,T_361_Exp_3_Box_4,1,1,1,T_361_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF21,OF21,Y,D,13,3,Diseased,Diseased,0.95,7,0,NA,NA,NA,NA,3,364-4_3/13/22,364,4,13 _ 3 _ OF21,T_364_Exp_3_Box_4,1,1,1,T_364_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
S373,S373,Y,D,13,3,Diseased,Diseased,0.5,7,0,NA,NA,NA,NA,3,365-4_3/13/22,365,4,13 _ 3 _ S373,T_365_Exp_3_Box_4,1,1,1,T_365_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
15-111,15_111,Y,D,14,3,Diseased,Diseased,0.25,3,0,NA,NA,NA,NA,3,366-4_3/13/22,366,4,14 _ 3 _ 15-111,T_366_Exp_3_Box_4,1,1,1,T_366_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
M18,M18,N,D,14,3,Diseased,Diseased,0.2,3,0,NA,NA,NA,NA,3,367-4_3/13/22,367,4,14 _ 3 _ M18,T_367_Exp_3_Box_4,1,1,1,T_367_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF657,OF657,Y,D,15,3,Diseased,Diseased,0.5,6,0,NA,NA,NA,NA,3,369-4_3/13/22,369,4,15 _ 3 _ OF657,T_369_Exp_3_Box_4,1,1,0.666666667,T_369_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
M4,M4,N,D,18,3,Diseased,Diseased,0.2,3,0,NA,NA,NA,NA,3,374-4_3/13/22,374,4,18 _ 3 _ M4,T_374_Exp_3_Box_4,1,1,0.666666667,T_374_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
GB11,GB11,N,D,20,3,Diseased,Diseased,0.95,5,0,NA,NA,NA,NA,3,376-4_3/13/22,376,4,20 _ 3 _ GB11,T_376_Exp_3_Box_4,1,1,1,T_376_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/16/22,3/11/22,Early_Exposure,EE,D,3
OF23,OF23,Y,D,20,3,Diseased,Diseased,0.95,5,0,NA,NA,NA,NA,3,377-4_3/13/22,377,4,20 _ 3 _ OF23,T_377_Exp_3_Box_4,1,1,1,T_377_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/16/22,3/11/22,Early_Exposure,EE,D,3
M11,M11,N,D,21,3,Diseased,Diseased,0.9,3,0,NA,NA,NA,NA,3,378-4_3/13/22,378,4,21 _ 3 _ M11,T_378_Exp_3_Box_4,1,1,1,T_378_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF512,OF512,Y,D,21,3,Diseased,Diseased,0.9,3,0,NA,NA,NA,NA,3,379-4_3/13/22,379,4,21 _ 3 _ OF512,T_379_Exp_3_Box_4,1,1,1,T_379_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
15-358,15_358,Y,D,25,3,Diseased,Diseased,0.4,6,0,NA,NA,NA,NA,3,386-5_3/13/22,386,5,25 _ 3 _ 15-358,T_386_Exp_3_Box_5,1,1,1,T_386_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
M16,M16,N,D,25,3,Diseased,Diseased,0.8,6,0,NA,NA,NA,NA,3,387-5_3/13/22,387,5,25 _ 3 _ M16,T_387_Exp_3_Box_5,1,1,1,T_387_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
15-349,15_349,Y,D,26,3,Diseased,Diseased,0.2,3,0,NA,NA,NA,NA,3,388-5_3/13/22,388,5,26 _ 3 _ 15-349,T_388_Exp_3_Box_5,1,1,0.666666667,T_388_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
M19,M19,N,D,28,3,Diseased,Diseased,0.4,3,0,NA,NA,NA,NA,3,392-5_3/13/22,392,5,28 _ 3 _ M19,T_392_Exp_3_Box_5,1,1,1,T_392_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
GB3,GB3,N,D,31,3,Diseased,Diseased,0.95,5,0,NA,NA,NA,NA,3,398-5_3/13/22,398,5,31 _ 3 _ GB3,T_398_Exp_3_Box_5,1,1,0.666666667,T_398_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/16/22,3/11/22,Early_Exposure,EE,D,3
GB2,GB2,N,D,33,3,Diseased,Diseased,0.1,5,0,NA,NA,NA,NA,3,401-5_3/13/22,401,5,33 _ 3 _ GB2,T_401_Exp_3_Box_5,1,1,1,T_401_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/16/22,3/11/22,Early_Exposure,EE,D,3
M21,M21,N,D,34,3,Diseased,Diseased,0.9,6,0,NA,NA,NA,NA,3,403-5_3/13/22,403,5,34 _ 3 _ M21,T_403_Exp_3_Box_5,1,1,0.666666667,T_403_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
M27,M27,N,D,35,3,Diseased,Diseased,0.85,7,0,NA,NA,NA,NA,3,405-5_3/13/22,405,5,35 _ 3 _ M27,T_405_Exp_3_Box_5,1,1,1,T_405_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
OF99,OF99,Y,D,36,3,Diseased,Diseased,0.8,6,0,NA,NA,NA,NA,3,407-5_3/13/22,407,5,36 _ 3 _ OF99,T_407_Exp_3_Box_5,1,1,1,T_407_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
M26,M26,N,D,37,3,Diseased,Diseased,0.15,3,0,NA,NA,NA,NA,3,408-5_3/13/22,408,5,37 _ 3 _ M26,T_408_Exp_3_Box_5,1,1,1,T_408_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF3,OF3,Y,D,37,3,Diseased,Diseased,0.5,8,0,NA,NA,NA,NA,3,409-5_3/13/22,409,5,37 _ 3 _ OF3,T_409_Exp_3_Box_5,1,1,0.666666667,T_409_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/19/22,3/11/22,Early_Exposure,EE,D,3
M24,M24,N,D,39,3,Diseased,Diseased,0.2,3,0,NA,NA,NA,NA,3,412-5_3/13/22,412,5,39 _ 3 _ M24,T_412_Exp_3_Box_5,1,1,1,T_412_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
OF654,OF654,Y,D,43,3,Diseased,Diseased,0.9,7,0,NA,NA,NA,NA,3,420-5_3/13/22,420,5,43 _ 3 _ OF654,T_420_Exp_3_Box_5,1,1,0.666666667,T_420_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
S378,S378,Y,D,43,3,Diseased,Diseased,0.25,3,0,NA,NA,NA,NA,3,421-5_3/13/22,421,5,43 _ 3 _ S378,T_421_Exp_3_Box_5,1,1,1,T_421_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/14/22,3/11/22,Early_Exposure,EE,D,3
15-353,15_353,Y,D,45,3,Diseased,Diseased,0.4,4,0,NA,NA,NA,NA,3,423-5_3/13/22,423,5,45 _ 3 _ 15-353,T_423_Exp_3_Box_5,1,1,1,T_423_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/15/22,3/11/22,Early_Exposure,EE,D,3
OF1,OF1,Y,D,45,3,Diseased,Diseased,0.85,7,0,NA,NA,NA,NA,3,424-5_3/13/22,424,5,45 _ 3 _ OF1,T_424_Exp_3_Box_5,1,1,1,T_424_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/18/22,3/11/22,Early_Exposure,EE,D,3
S378,S378,Y,D,47,3,Diseased,Diseased,0.1,4,0,"added after pre-exposure scrape, so scraped on different date",NA,NA,NA,3,428-5_3/13/22,428,5,47 _ 3 _ S378,T_428_Exp_3_Box_5,1,1,1,T_428_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/15/22,3/11/22,Early_Exposure,EE,D,3
OF5,OF5,Y,D,48,3,Diseased,Diseased,0.4,10,0,"hairy and covered in algae, also small, so disease hard to see",NA,NA,NA,3,430-5_3/13/22,430,5,48 _ 3 _ OF5,T_430_Exp_3_Box_5,1,1,0.666666667,T_430_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/21/22,3/11/22,Early_Exposure,EE,D,3
M33,M33,N,D,49,3,Diseased,Diseased,0.3,4,0,NA,NA,NA,NA,3,431-5_3/13/22,431,5,49 _ 3 _ M33,T_431_Exp_3_Box_5,1,1,1,T_431_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/15/22,3/11/22,Early_Exposure,EE,D,3
M29,M29,N,D,50,3,Diseased,Diseased,0.9,6,0,NA,NA,NA,NA,3,433-5_3/13/22,433,5,50 _ 3 _ M29,T_433_Exp_3_Box_5,1,1,1,T_433_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/17/22,3/11/22,Early_Exposure,EE,D,3
S439,S439,Y,D,50,3,Diseased,Diseased,0.9,4,0,NA,NA,NA,NA,3,434-5_3/13/22,434,5,50 _ 3 _ S439,T_434_Exp_3_Box_5,1,1,0.5,T_434_Exp_3,0,0,1,0,1,Early_Exposure,3/13/22,NA,3/15/22,3/11/22,Early_Exposure,EE,D,3
GB23,GB23,N,D,7,3,Diseased,Diseased,0.1,1,1,NA,NA,NA,NA,3,355-4_3/13/22,355,4,7 _ 3 _ GB23,T_355_Exp_3_Box_4,1,1,1,T_355_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
GB5,GB5,N,D,44,3,Diseased,Diseased,0.1,1,1,NA,NA,NA,NA,3,422-5_3/13/22,422,5,44 _ 3 _ GB5,T_422_Exp_3_Box_5,1,1,0.5,T_422_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
M35,M35,N,D,17,3,Diseased,Diseased,0.1,1,1,marked as 50% TL on 3/14 with STK done on 3/13,NA,NA,NA,3,371-4_3/13/22,371,4,17 _ 3 _ M35,T_371_Exp_3_Box_4,1,1,1,T_371_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
OF100,OF100,Y,D,28,3,Diseased,Diseased,0.9,1,1,NA,NA,NA,NA,3,393-5_3/13/22,393,5,28 _ 3 _ OF100,T_393_Exp_3_Box_5,1,1,1,T_393_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
OF354,OF354,Y,D,39,3,Diseased,Diseased,0.1,1,1,NA,NA,NA,NA,3,413-5_3/13/22,413,5,39 _ 3 _ OF354,T_413_Exp_3_Box_5,1,1,0.5,T_413_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
OF662,OF662,Y,D,2,3,Diseased,Diseased,0.95,1,1,NA,NA,NA,NA,3,348-4_3/13/22,348,4,2 _ 3 _ OF662,T_348_Exp_3_Box_4,1,1,1,T_348_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
OF75,OF75,Y,D,34,3,Diseased,Diseased,0.2,1,1,NA,NA,NA,NA,3,404-5_3/13/22,404,5,34 _ 3 _ OF75,T_404_Exp_3_Box_5,1,1,1,T_404_Exp_3,0,0,1,0,1,Final,3/13/22,3/12/22,3/13/22,3/11/22,Early_Exposure,EE,D,3
GB12,GB12,N,D,18,2,Diseased,Diseased,0.1,2,0,NA,NA,NA,NA,3,373-4_3/13/22,373,4,18 _ 3 _ GB12,T_373_Exp_3_Box_4,1,1,1,T_373_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
GB14,GB14,N,D,26,2,Diseased,Diseased,0.1,2,0,NA,NA,NA,NA,3,389-5_3/13/22,389,5,26 _ 3 _ GB14,T_389_Exp_3_Box_5,1,1,0.666666667,T_389_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
GB9,GB9,N,D,2,2,Diseased,Diseased,0.25,2,0,NA,NA,NA,NA,3,261-3_3/13/22,261,3,2 _ 3 _ GB9,T_261_Exp_3_Box_3,1,1,1,T_261_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
M28,M28,N,D,38,2,Diseased,Diseased,0.1,2,0,NA,NA,NA,NA,3,410-5_3/13/22,410,5,38 _ 3 _ M28,T_410_Exp_3_Box_5,1,1,1,T_410_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
OF443,OF443,Y,D,22,2,Diseased,Diseased,0.1,2,0,NA,NA,NA,NA,3,381-4_3/13/22,381,4,22 _ 3 _ OF443,T_381_Exp_3_Box_4,1,1,1,T_381_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
UK25,UK25,Y,D,5,2,Diseased,Diseased,0.45,2,0,"added after pre-exposure scrape, so scraped on different date",NA,NA,NA,3,352-4_3/13/22,352,4,5 _ 3 _ UK25,T_352_Exp_3_Box_4,1,1,1,T_352_Exp_3,0,0,1,0,1,Final,3/13/22,NA,3/13/22,3/11/22,Early_Exposure,EE,D,3
